 2016-12-15 11:49:23,921 [P16340/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.4 application starting on DESKTOP-H4097GV
 2016-12-15 13:46:33,230 [P16340/D33/T29] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 11ms)
 2016-12-15 13:48:19,592 [P16340/D33/T57] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Dåhjort' with Id '0' has been published.
 2016-12-15 13:48:19,707 [P16340/D33/T57] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2016-12-15 13:48:19,720 [P16340/D33/T57] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 12ms)
 2016-12-15 13:48:23,752 [P16340/D33/T317] INFO  umbraco.content - Save Xml to file...
 2016-12-15 13:48:23,757 [P16340/D33/T317] INFO  umbraco.content - Saved Xml to file.
 2016-12-15 13:48:26,346 [P16340/D33/T59] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-12-15 13:48:26,346 [P16340/D33/T59] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 0ms)
 2016-12-15 13:48:26,367 [P16340/D33/T59] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.cms.businesslogic.macro.IMacroEngine
 2016-12-15 13:48:26,375 [P16340/D33/T59] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.cms.businesslogic.macro.IMacroEngine, found 0 (took 8ms)
 2016-12-15 13:50:06,596 [P16340/D33/T254] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Då og kalv' with Id '0' has been published.
 2016-12-15 13:50:10,630 [P16340/D33/T56] INFO  umbraco.content - Save Xml to file...
 2016-12-15 13:50:10,636 [P16340/D33/T56] INFO  umbraco.content - Saved Xml to file.
 2016-12-15 13:51:14,128 [P16340/D33/T230] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Sikahjort' with Id '0' has been published.
 2016-12-15 13:51:14,522 [P16340/D33/T244] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Sikahjort' with Id '1137' has been published.
 2016-12-15 13:51:18,564 [P16340/D33/T56] INFO  umbraco.content - Save Xml to file...
 2016-12-15 13:51:18,570 [P16340/D33/T56] INFO  umbraco.content - Saved Xml to file.
 2016-12-15 14:06:03,870 [P16340/D33/T463] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: admin, IP Address: 127.0.0.1
 2016-12-15 16:43:08,470 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2016-12-15 16:43:08,470 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2016-12-15 16:43:08,471 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Terminating
 2016-12-15 16:43:08,471 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Waiting for tasks to complete
 2016-12-15 16:43:08,472 [P16340/D33/T1668] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2016-12-15 16:43:08,472 [P16340/D33/T1633] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Tasks completed, terminated
 2016-12-15 16:43:08,491 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2016-12-15 16:43:08,491 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2016-12-15 16:43:08,492 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2016-12-15 16:43:08,492 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2016-12-15 16:43:08,492 [P16340/D33/T1670] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2016-12-15 16:43:08,492 [P16340/D33/T1668] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2016-12-15 16:43:08,492 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2016-12-15 16:43:08,492 [P16340/D33/T1647] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2016-12-15 16:43:08,493 [P16340/D33/T322] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Tasks completed, terminated
 2016-12-15 16:43:12,983 [P16340/D34/T1680] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.4 application starting on DESKTOP-H4097GV
 2016-12-15 16:43:12,993 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-12-15 16:43:13,002 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Hash determined (took 9ms)
 2016-12-15 16:43:13,032 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-12-15 16:43:13,041 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 8ms)
 2016-12-15 16:43:13,058 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-12-15 16:43:13,059 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 0ms)
 2016-12-15 16:43:13,060 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-12-15 16:43:13,060 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 0ms)
 2016-12-15 16:43:13,070 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-12-15 16:43:13,070 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 0ms)
 2016-12-15 16:43:13,070 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-12-15 16:43:13,073 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 2ms)
 2016-12-15 16:43:13,096 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-12-15 16:43:13,096 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 0ms)
 2016-12-15 16:43:13,097 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-12-15 16:43:13,097 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2016-12-15 16:43:15,364 [P16340/D34/T1680] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-15 16:43:15,908 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Models.PublishedContent.PublishedContentModel
 2016-12-15 16:43:15,909 [P16340/D34/T1680] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Models.PublishedContent.PublishedContentModel, found 0 (took 1ms)
 2016-12-15 16:43:15,940 [P16340/D34/T1680] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-15 16:43:15,941 [P16340/D34/T1680] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-15 16:43:16,979 [P16340/D34/T1680] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-12-15 16:43:17,537 [P16340/D34/T1680] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-12-15 16:43:17,537 [P16340/D34/T1680] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-12-15 16:43:17,541 [P16340/D34/T1680] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 4600ms)
 2016-12-15 16:43:17,713 [P16340/D34/T1633] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://dev.rjf:80/umbraco (UmbracoModule request)
 2016-12-15 16:43:17,907 [P16340/D34/T1633] INFO  umbraco.content - Load Xml from file...
 2016-12-15 16:43:17,909 [P16340/D34/T1633] INFO  umbraco.content - Loaded Xml from file.
 2016-12-15 16:43:20,859 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-12-15 16:43:20,860 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 0ms)
 2016-12-15 16:43:23,504 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-12-15 16:43:23,505 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 0ms)
 2016-12-15 16:43:24,660 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-12-15 16:43:24,660 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 0ms)
 2016-12-15 16:43:24,682 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.cms.businesslogic.macro.IMacroEngine
 2016-12-15 16:43:24,683 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.cms.businesslogic.macro.IMacroEngine, found 0 (took 0ms)
 2016-12-15 16:43:31,321 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2016-12-15 16:43:31,321 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 0ms)
 2016-12-15 16:43:31,326 [P16340/D34/T1633] INFO  umbraco.content - Loading content from database...
 2016-12-15 16:43:36,037 [P16340/D34/T1682] INFO  umbraco.content - Save Xml to file...
 2016-12-15 16:43:36,044 [P16340/D34/T1682] INFO  umbraco.content - Saved Xml to file.
 2016-12-15 16:43:38,536 [P16340/D33/T1676] INFO  Umbraco.Core.UmbracoApplicationBase - Application shutdown. Details: ConfigurationChange

_shutDownMessage=CONFIG change
HostingEnvironment initiated shutdown
CONFIG change
CONFIG change
HostingEnvironment forårsagede nedlukning

_shutDownStack=   ved System.Environment.GetStackTrace(Exception e, Boolean needFileInfo)
   ved System.Environment.get_StackTrace()
   ved System.Web.Hosting.HostingEnvironment.InitiateShutdownInternal()
   ved System.Web.Hosting.HostingEnvironment.InitiateShutdownWithoutDemand()
   ved System.Web.HttpRuntime.ShutdownAppDomain(String stackTrace)
   ved System.Web.Configuration.HttpConfigurationSystem.OnConfigurationChanged(Object sender, InternalConfigEventArgs e)
   ved System.Configuration.Internal.InternalConfigRoot.OnConfigChanged(InternalConfigEventArgs e)
   ved System.Configuration.BaseConfigurationRecord.OnStreamChanged(String streamname)
   ved System.Web.DirectoryMonitor.FireNotifications()
   ved System.Web.Util.WorkItem.CallCallbackWithAssert(WorkItemCallback callback)
   ved System.Web.Util.WorkItem.OnQueueUserWorkItemCompletion(Object state)
   ved System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   ved System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   ved System.Threading.QueueUserWorkItemCallback.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem()
   ved System.Threading.ThreadPoolWorkQueue.Dispatch()
 2016-12-15 16:44:09,828 [P16340/D34/T1675] INFO  umbraco.content - Save Xml to file...
 2016-12-15 16:44:09,833 [P16340/D34/T1675] INFO  umbraco.content - Saved Xml to file.
 2016-12-15 16:44:14,700 [P16340/D34/T1675] INFO  umbraco.content - Save Xml to file...
 2016-12-15 16:44:14,705 [P16340/D34/T1675] INFO  umbraco.content - Saved Xml to file.
 2016-12-15 16:44:18,118 [P16340/D34/T1297] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-12-14 16:44:17
 2016-12-15 16:44:25,370 [P16340/D34/T1704] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username admin from IP address 127.0.0.1
 2016-12-15 16:44:25,371 [P16340/D34/T1704] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: admin logged in from IP address 127.0.0.1
 2016-12-15 16:44:27,365 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-12-15 16:44:27,365 [P16340/D34/T1633] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-12-15 16:44:27,414 [P16340/D34/T1690] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-12-15 16:44:27,414 [P16340/D34/T1690] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 0ms)
 2016-12-15 16:44:27,486 [P16340/D34/T1700] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-12-15 16:44:27,486 [P16340/D34/T1700] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-12-15 16:44:27,489 [P16340/D34/T1700] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-12-15 16:44:27,490 [P16340/D34/T1700] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 0ms)
 2016-12-15 16:44:27,565 [P16340/D34/T1297] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-12-15 16:44:27,580 [P16340/D34/T1297] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 14ms)
 2016-12-15 16:44:27,843 [P16340/D34/T1647] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username admin from IP address 127.0.0.1
 2016-12-15 16:44:27,843 [P16340/D34/T1647] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: admin logged in from IP address 127.0.0.1
 2016-12-15 16:45:08,209 [P16340/D34/T1691] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Editors.IEditorValidator
 2016-12-15 16:45:08,221 [P16340/D34/T1691] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Editors.IEditorValidator, found 0 (took 11ms)
 2016-12-15 16:46:20,410 [P16340/D34/T1681] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Då og kalv' with Id '1136' has been published.
 2016-12-15 16:46:30,184 [P16340/D34/T1675] INFO  umbraco.content - Save Xml to file...
 2016-12-15 16:46:30,190 [P16340/D34/T1675] INFO  umbraco.content - Saved Xml to file.
 2016-12-15 16:46:39,381 [P16340/D34/T1691] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.HealthCheck.HealthCheck
 2016-12-15 16:46:39,390 [P16340/D34/T1691] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.HealthCheck.HealthCheck, found 0 (took 8ms)
 2016-12-15 16:49:15,973 [P16340/D34/T1297] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Då og kalv' with Id '1136' has been published.
 2016-12-15 16:49:25,763 [P16340/D34/T1675] INFO  umbraco.content - Save Xml to file...
 2016-12-15 16:49:25,769 [P16340/D34/T1675] INFO  umbraco.content - Saved Xml to file.
 2016-12-15 16:50:19,750 [P16340/D34/T1702] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field multiPicker
 2016-12-15 16:50:19,750 [P16340/D34/T1702] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field onlyImages
 2016-12-15 16:50:19,750 [P16340/D34/T1702] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field disableFolderSelect
 2016-12-15 16:50:19,750 [P16340/D34/T1702] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field startNodeId
 2016-12-15 16:50:19,784 [P16340/D34/T1676] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field editor
 2016-12-15 16:50:19,784 [P16340/D34/T1676] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field hideLabel
 2016-12-15 16:51:23,468 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2016-12-15 16:51:23,468 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2016-12-15 16:51:23,468 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Terminating
 2016-12-15 16:51:23,468 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Waiting for tasks to complete
 2016-12-15 16:51:23,468 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2016-12-15 16:51:23,468 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2016-12-15 16:51:23,469 [P16340/D34/T1703] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Tasks completed, terminated
 2016-12-15 16:51:23,469 [P16340/D34/T1681] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2016-12-15 16:51:23,469 [P16340/D34/T1708] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Tasks completed, terminated
 2016-12-15 16:51:23,469 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2016-12-15 16:51:23,469 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2016-12-15 16:51:23,469 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2016-12-15 16:51:23,469 [P16340/D34/T1678] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2016-12-15 16:51:23,470 [P16340/D34/T1670] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2016-12-15 16:51:23,470 [P16340/D34/T1689] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2016-12-15 16:51:26,853 [P16340/D35/T1674] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.4 application starting on DESKTOP-H4097GV
 2016-12-15 16:51:26,874 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-12-15 16:51:26,881 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Hash determined (took 7ms)
 2016-12-15 16:51:26,935 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-12-15 16:51:27,089 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 153ms)
 2016-12-15 16:51:27,105 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-12-15 16:51:27,112 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 7ms)
 2016-12-15 16:51:27,112 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-12-15 16:51:27,119 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 6ms)
 2016-12-15 16:51:27,129 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-12-15 16:51:27,134 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 5ms)
 2016-12-15 16:51:27,134 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-12-15 16:51:27,140 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 6ms)
 2016-12-15 16:51:27,163 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-12-15 16:51:27,169 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 5ms)
 2016-12-15 16:51:27,169 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-12-15 16:51:27,175 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 6ms)
 2016-12-15 16:51:29,540 [P16340/D35/T1674] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-15 16:51:30,174 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Models.PublishedContent.PublishedContentModel
 2016-12-15 16:51:30,181 [P16340/D35/T1674] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Models.PublishedContent.PublishedContentModel, found 0 (took 7ms)
 2016-12-15 16:51:30,232 [P16340/D35/T1674] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-15 16:51:30,239 [P16340/D35/T1674] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-15 16:51:31,312 [P16340/D35/T1674] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-12-15 16:51:31,915 [P16340/D35/T1674] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-12-15 16:51:31,916 [P16340/D35/T1674] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-12-15 16:51:31,925 [P16340/D35/T1674] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 5156ms)
 2016-12-15 16:51:32,041 [P16340/D35/T1703] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://dev.rjf:80/umbraco (UmbracoModule request)
 2016-12-15 16:51:53,500 [P16340/D34/T1678] INFO  Umbraco.Core.UmbracoApplicationBase - Application shutdown. Details: BinDirChangeOrDirectoryRename

_shutDownMessage=Ændringsbeskeder for kritiske mapper.
bin dir change or directory rename
HostingEnvironment initiated shutdown
Ændringsbeskeder for kritiske mapper.
bin dir change or directory rename
Change in C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Temporary ASP.NET Files\root\2c341d94\5677127a\hash\hash.web
Change in C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Temporary ASP.NET Files\root\2c341d94\5677127a\hash\hash.web
HostingEnvironment forårsagede nedlukning

_shutDownStack=   ved System.Environment.GetStackTrace(Exception e, Boolean needFileInfo)
   ved System.Environment.get_StackTrace()
   ved System.Web.Hosting.HostingEnvironment.InitiateShutdownInternal()
   ved System.Web.Hosting.HostingEnvironment.InitiateShutdownWithoutDemand()
   ved System.Web.HttpRuntime.ShutdownAppDomain(String stackTrace)
   ved System.Web.HttpRuntime.OnCriticalDirectoryChange(Object sender, FileChangeEvent e)
   ved System.Web.FileChangesMonitor.OnCriticaldirChange(Object sender, FileChangeEvent e)
   ved System.Web.DirectoryMonitor.FireNotifications()
   ved System.Web.Util.WorkItem.CallCallbackWithAssert(WorkItemCallback callback)
   ved System.Web.Util.WorkItem.OnQueueUserWorkItemCompletion(Object state)
   ved System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   ved System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   ved System.Threading.QueueUserWorkItemCallback.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem()
   ved System.Threading.ThreadPoolWorkQueue.Dispatch()
 2016-12-15 16:52:33,008 [P16340/D35/T1701] INFO  umbraco.content - Load Xml from file...
 2016-12-15 16:52:33,008 [P16340/D35/T1701] INFO  umbraco.content - Loaded Xml from file.
 2016-12-15 16:52:33,019 [P16340/D35/T1701] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-12-15 16:52:33,027 [P16340/D35/T1701] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 8ms)
 2016-12-15 16:52:33,049 [P16340/D35/T1695] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-12-14 16:52:32
 2016-12-15 16:57:05,894 [P16340/D35/T1681] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2016-12-15 16:57:05,894 [P16340/D35/T1681] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2016-12-15 16:57:05,895 [P16340/D35/T1681] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2016-12-15 16:57:05,895 [P16340/D35/T1681] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
